day,meal_type,name,serving_size,calories,total_fat
Friday,Breakfast,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Friday,Breakfast,Cherry Coke,1 dining hall glass,null,null
Friday,Breakfast,Coke Classic,1 dining hall glass,null,null
Friday,Breakfast,Coke Zero,8flz,null,null
Friday,Breakfast,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Friday,Breakfast,Diet Coke,1 dining hall glass,null,null
Friday,Breakfast,Diet Sprite,Fluid Oz,0, 0
Friday,Breakfast,Milk Soy Vanilla Aseptic Silk,8z,null,null
Friday,Breakfast,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Friday,Breakfast,Original Style Lemonade,1 dining hall glass,null,null
Friday,Breakfast,Original Unsweetened Almond Milk,6z Portion,60, 2
Friday,Breakfast,Pibb Xtra,1 dining hall glass,null,null
Friday,Breakfast,Powerade Mountain Blast,1 dining hall glass,null,null
Friday,Breakfast,Root Beer,1 dining hall glass,null,null
Friday,Breakfast,Skim Milk BIB,8 flz,80, 0
Friday,Breakfast,Sprite,1 dining hall glass,null,null
Friday,Breakfast,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Friday,Breakfast,Brewed coffee,6z Portion,0,null
Friday,Breakfast,Coffeemate Original,Fluid Oz,30, 3
Friday,Breakfast,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Friday,Breakfast,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Friday,Breakfast,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Friday,Breakfast,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Friday,Breakfast,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Friday,Breakfast,Extra Lite Amber Honey,Ounce,80, 0
Friday,Breakfast,Green Tea Bag,Tea Bag,0, 0
Friday,Breakfast,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Friday,Breakfast,Lipton Black Tea Bag,Tea Bag,0, 0
Friday,Breakfast,Lipton Tea Decaf,Tea Bag,null,null
Friday,Breakfast,Hard Boiled Eggs,1 Egg,90, 7
Friday,Breakfast,Oatmeal Station with Nuts,Nutrition Varies,100, 5
Friday,Breakfast,Potatoes O'Brien,4z portion,110, 0.5
Friday,Breakfast,Scrambled Eggs,4z Portion,180, 13
Friday,Breakfast,Southwest Tofu Scramble,3z Portion,100,null
Friday,Breakfast,Sunshine French Toast,Slices,290, 10
Friday,Breakfast,Turkey Sausage Patties,2 Patties,120, 6
Friday,Breakfast,Captain Crunch Wildberries,Cup,180, 2.5
Friday,Breakfast,Cheerios,Cup,110, 2
Friday,Breakfast,Cinnamon Toast Crunch,Cup,210, 5
Friday,Breakfast,Frosted Flakes,Cup,320, 0
Friday,Breakfast,Rice Chex Cereal,Cup,180, 1
Friday,Breakfast,Special K with Red Berries,Cup,360, 1
Friday,Breakfast,Apple Gala,Apples,90, 0
Friday,Breakfast,Bananas,Banana,190, 0
Friday,Breakfast,Fresh Kiwi,Kiwi,60, 0
Friday,Breakfast,Oranges,Orange,100, 0
Friday,Breakfast,Pears,Each,null,null
Friday,Breakfast,American,Slice,70, 6
Friday,Breakfast,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Friday,Breakfast,Heavy Duty Mayonnaise,Tablespoon,100, 11
Friday,Breakfast,Natural Low Sodium Ketchup,Ounce,5, 0
Friday,Breakfast,Sliced Red Onion,Ounce,10, 0
Friday,Breakfast,Spicy Brown Mustard,Ounce,30, 0
Friday,Breakfast,Tomatoes,Ounce,5, 0
Friday,Breakfast,Yellow Mustard,1 tsp,0, 0
Friday,Breakfast,"10"" Flour Tortilla",Tortilla,170, 4.5
Friday,Breakfast,Egg White Liquid,Ounce,15, 0
Friday,Breakfast,Large Fresh Eggs,Eggs,100, 7
Friday,Breakfast,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Friday,Breakfast,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Friday,Breakfast,Shredded Mild Cheddar Cheese,Ounce,110, 9
Friday,Breakfast,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Friday,Breakfast,Cooked Sausage Crumble,1z Portion,120, 12
Friday,Breakfast,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Friday,Breakfast,Diced Green Peppers,Ounce,5, 0
Friday,Breakfast,Diced Onions,Ounce,10, 0
Friday,Breakfast,Diced Tomatoes,Ounce,0, 0
Friday,Breakfast,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Friday,Breakfast,Sliced Mushrooms,Tablespoon,0, 0
Friday,Breakfast,Spinach,Ounce,5, 0
Friday,Breakfast,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Friday,Breakfast,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Friday,Breakfast,Avocado Pulp Fresh,Ounce,70, 6
Friday,Breakfast,Cream Cheese,Ounce,90, 9
Friday,Breakfast,Everything Bagel,"Bagel
Bagel",340, 4.5
Friday,Breakfast,Jif Peanut Butter PC,0.75z,120, 10
Friday,Breakfast,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Friday,Breakfast,Plain Bagel,Bagel,320, 1
Friday,Breakfast,Sliced Tomatoes,Ounce,0, 0
Friday,Breakfast,Unsalted European-Style Butter Prints,Ounce,220, 24
Friday,Breakfast,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Friday,Breakfast,Whole Wheat Bagel,Bagel,320, 1.5
Friday,Breakfast,Blueberry Yogurt,Ounce,20, 0
Friday,Breakfast,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Friday,Breakfast,Plain Greek Yogurt,Ounce,15, 0
Friday,Breakfast,Small Curd Cottage Cheese,1/2 Cup,100, 5
Friday,Breakfast,Strawberry Yogurt,Ounce,20, 0
Friday,Breakfast,Vanilla Yogurt,Ounce,20, 0
Friday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5
Friday,Lunch,2% Milk BIB,8 flz,120, 5
Friday,Lunch,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Friday,Lunch,Cherry Coke,1 dining hall glass,null,null
Friday,Lunch,Coke Classic,1 dining hall glass,null,null
Friday,Lunch,Coke Zero,8flz,null,null
Friday,Lunch,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Friday,Lunch,Diet Coke,1 dining hall glass,null,null
Friday,Lunch,Diet Sprite,Fluid Oz,0, 0
Friday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null
Friday,Lunch,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Friday,Lunch,Original Style Lemonade,1 dining hall glass,null,null
Friday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2
Friday,Lunch,Pibb Xtra,1 dining hall glass,null,null
Friday,Lunch,Powerade Mountain Blast,1 dining hall glass,null,null
Friday,Lunch,Root Beer,1 dining hall glass,null,null
Friday,Lunch,Skim Milk BIB,8 flz,80, 0
Friday,Lunch,Sprite,1 dining hall glass,null,null
Friday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Friday,Lunch,Brewed coffee,6z Portion,0,null
Friday,Lunch,Coffeemate Original,Fluid Oz,30, 3
Friday,Lunch,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Friday,Lunch,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Friday,Lunch,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Friday,Lunch,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Friday,Lunch,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Friday,Lunch,Extra Lite Amber Honey,Ounce,80, 0
Friday,Lunch,Green Tea Bag,Tea Bag,0, 0
Friday,Lunch,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Friday,Lunch,Lipton Black Tea Bag,Tea Bag,0, 0
Friday,Lunch,Lipton Tea Decaf,Tea Bag,null,null
Friday,Lunch,Fried Wonton DH,Ounce,110, 0.5
Friday,Lunch,Steamed Brown Rice,4z Portion,140, 1
Friday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0
Friday,Lunch,Vegetable Egg Rolls,2 Egg Rolls,230, 0
Friday,Lunch,Chicken for Stirfry,1z Portion,50, 3.5
Friday,Lunch,Firm Tofu,1/4 cup,60, 3
Friday,Lunch,Homestyle Breaded Chicken Breast Chunk,4 pcs,260, 15
Friday,Lunch,Plant Based Chick'n Poppers,1ct,null,null
Friday,Lunch,Shrimp,1 Shrimp,5, 0
Friday,Lunch,Steamed Brown Rice,4z Portion,140, 1
Friday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0
Friday,Lunch,Szechuan Sauce,Ounce,120, 12
Friday,Lunch,Thai Rice Noodle,Ounce,100, 0
Friday,Lunch,Velveted Beef,1z Portion,40, 1.5
Friday,Lunch,Yaki Soba Noodles,3z Portion,230, 2.5
Friday,Lunch,Orange Ginger Sauce,2 tbs,60, 0
Friday,Lunch,Sauce General Tso Premium,1Tbsp,30, 0
Friday,Lunch,Soy Sauce,Ounce,20, 0
Friday,Lunch,Sriracha Sauce,Teaspoon,0, 0
Friday,Lunch,Sweet & Sour Sauce,Fluid Oz,30, 0
Friday,Lunch,Teriyaki Glaze,2 tbs,50, 0
Friday,Lunch,Bamboo Shoots,Ounce,0, 0
Friday,Lunch,Bean Sprouts,Ounce,10, 0
Friday,Lunch,Broccoli Florets,Ounce,10, 0
Friday,Lunch,Cabbage Napa Shredded Thin,Ounce,0, 0
Friday,Lunch,Carrots,Tablespoon,0, 0
Friday,Lunch,Celery,Tablespoon,0, 0
Friday,Lunch,Ginger Garlic,1z Portion,30, 0
Friday,Lunch,Onion Sliced,Ounce,15, 0.5
Friday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Friday,Lunch,Snow Pea Pods,Ounce,10, 0
Friday,Lunch,Tri Color Peppers,Portion,25, 1.5
Friday,Lunch,Water Chestnut Sliced,Ounce,15, 0
Friday,Lunch,Captain Crunch Wildberries,Cup,180, 2.5
Friday,Lunch,Cheerios,Cup,110, 2
Friday,Lunch,Cinnamon Toast Crunch,Cup,210, 5
Friday,Lunch,Frosted Flakes,Cup,320, 0
Friday,Lunch,Rice Chex Cereal,Cup,180, 1
Friday,Lunch,Special K with Red Berries,Cup,360, 1
Friday,Lunch,French Rolls,"6"" Portion",null,null
Friday,Lunch,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Friday,Lunch,Kettle Chips,Ounce,160, 9
Friday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null
Friday,Lunch,Sourdough Bread Slice,Slices,100, 1
Friday,Lunch,"Spinach Tortilla 12""",Tortilla,300, 8
Friday,Lunch,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Friday,Lunch,Telera Roll,3.5z,300, 4
Friday,Lunch,Caramel Topping,Ounce,80, 0
Friday,Lunch,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Friday,Lunch,Cone Cake Jacketed,Cone,null,null
Friday,Lunch,Dole Whip Pineapple,1 Serving,110, 0.5
Friday,Lunch,Dole Whip Strawberry,1 Serving,110, 0
Friday,Lunch,Dutch Chocolate Syrup,Ounce,70, 0
Friday,Lunch,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Friday,Lunch,Oreo Cookie Topping,Ounce,140, 5
Friday,Lunch,Rainbow Sprinkles,Ounce,140, 7
Friday,Lunch,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Friday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Friday,Lunch,Provolone Cheese Slice,Slice,70, 6
Friday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Friday,Lunch,Cooked & Crumbled Bacon,Ounce,160, 13
Friday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Friday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Friday,Lunch,Low Sodium Smoked Ham Slices,Ounce,30, 1
Friday,Lunch,Oven Roasted Sliced Chicken,Ounce,null,null
Friday,Lunch,Smoked Sliced Genoa Salami,Ounce,110, 9
Friday,Lunch,Smoked Tempeh,Ounce,null,null
Friday,Lunch,Tuna Salad,1z Portion,80, 7
Friday,Lunch,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Friday,Lunch,Cucumber Slices,.25 cup,0, 0
Friday,Lunch,Flat Leaf Spinach,Ounce,5, 0
Friday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Friday,Lunch,Mild Banana Pepper Ring,Ounce,5, 0
Friday,Lunch,Shredded Iceberg Lettuce,Ounce,0, 0
Friday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Friday,Lunch,Sliced Red Onion,Ounce,10, 0
Friday,Lunch,Tomatoes Sliced 1/4-inch,Pound,80, 1
Friday,Lunch,Aged Balsamic Vinegar,Fluid Oz,40, 0
Friday,Lunch,Black Pepper Grinder,Teaspoon,5, 0
Friday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Friday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Friday,Lunch,Garlic Mayonnaise,1/2 oz,100, 10
Friday,Lunch,Grinder Sea Salt,Gram,0, 0
Friday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Friday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Friday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Friday,Lunch,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Friday,Lunch,Vegan Mayonnaise,1 tbs,60, 7
Friday,Lunch,Vinegar Red Wine,Fluid Oz,0, 0
Friday,Lunch,Yellow Mustard,1 tsp,0, 0
Friday,Lunch,Apple Gala,Apples,90, 0
Friday,Lunch,Bananas,Banana,190, 0
Friday,Lunch,Fresh Kiwi,Kiwi,60, 0
Friday,Lunch,Oranges,Orange,100, 0
Friday,Lunch,Pears,Each,null,null
Friday,Lunch,American,Slice,70, 6
Friday,Lunch,Angus Beef Frank,Frank,170, 16
Friday,Lunch,Black Bean Burger,Patty,170, 5
Friday,Lunch,Breaded Onion Tangler,3z portion,270, 17
Friday,Lunch,Buns Hot Dog Bulk,Each,120, 1.5
Friday,Lunch,Fried Eggs,Eggs,90, 7
Friday,Lunch,Hamburger Bun,Buns,null,null
Friday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Friday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Friday,Lunch,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Friday,Lunch,Natural Low Sodium Ketchup,Ounce,5, 0
Friday,Lunch,Regular Cut Potato Fries,3z,110, 3.5
Friday,Lunch,Sliced Red Onion,Ounce,10, 0
Friday,Lunch,Smash Burger,Burgers,290, 23
Friday,Lunch,Spicy Brown Mustard,Ounce,30, 0
Friday,Lunch,Tomatoes,Ounce,5, 0
Friday,Lunch,Yellow Mustard,1 tsp,0, 0
Friday,Lunch,American Cheese Slice,Slice,50, 4.5
Friday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Friday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null
Friday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Friday,Lunch,Sourdough Bread Slice,Slices,100, 1
Friday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Friday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Friday,Lunch,Fish & Chips Basket,Basket,350,null
Friday,Lunch,French Green Beans Haricot Vert,3z Portion,50, 2.5
Friday,Lunch,Garden Herb Chicken Breast,3.25z Tender,80, 0
Friday,Lunch,Malibu Blend Vegetables,4z Portion,35, 0
Friday,Lunch,Baby Arugula,Ounce,5, 0
Friday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5
Friday,Lunch,Fresh Italian Parsley,Tablespoon,0, 0
Friday,Lunch,Fresh Mint Leaf,Ounce,0, 0
Friday,Lunch,Harissa Hot Sauce,Ounce,null,null
Friday,Lunch,Jerusalem Salad,2z Portion,50, 3.5
Friday,Lunch,Kalamata Olives,Olives,10, 1
Friday,Lunch,Lemon Vinaigrette Dressing,2 tbsp,110, 11
Friday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0
Friday,Lunch,Mediterranean Falafel Ball,3 oz portion,140, 5
Friday,Lunch,Spiced Wheat Pita Bread,.229z Portion,40, 2.5
Friday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Friday,Lunch,Egg White Liquid,Ounce,15, 0
Friday,Lunch,Large Fresh Eggs,Eggs,100, 7
Friday,Lunch,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Friday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Friday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Friday,Lunch,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Friday,Lunch,Cooked Sausage Crumble,1z Portion,120, 12
Friday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Friday,Lunch,Diced Green Peppers,Ounce,5, 0
Friday,Lunch,Diced Onions,Ounce,10, 0
Friday,Lunch,Diced Tomatoes,Ounce,0, 0
Friday,Lunch,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Friday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Friday,Lunch,Spinach,Ounce,5, 0
Friday,Lunch,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Friday,Lunch,Broccoli Florets,Ounce,10, 0
Friday,Lunch,Sauteed Sliced Mushrooms,1z Portion,15, 1
Friday,Lunch,Tomato Cherry Red Halves,2 Halves,0, 0
Friday,Lunch,Chunk Italian Sausage,Ounce,90, 8
Friday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Friday,Lunch,Shrimp,1 Shrimp,5, 0
Friday,Lunch,Elbow Macaroni Pasta,4z Portion,220, 5
Friday,Lunch,Penne Pasta,3z Portion,170, 4.5
Friday,Lunch,Tri-Color Tortellini,4z Portion,280, 8
Friday,Lunch,Alfredo Sauce,Ounce,70, 6
Friday,Lunch,Basil Pesto Sauce,1/4 Cup,320, 34
Friday,Lunch,Diavolo Sauce,2 Flz Portion,90, 8
Friday,Lunch,Marinara Sauce,Ounce,15, 0.5
Friday,Lunch,Balsamic Vinegar,Teaspoon,0, 0
Friday,Lunch,Basil,Ounce,0, 0
Friday,Lunch,Garlic Minced Prep,Ounce,35, 0
Friday,Lunch,Grated Parmesan Cheese,Tablespoon,30, 2.5
Friday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Friday,Lunch,Parsley Ital Fresh Clnd,Tablespoon,0, 0
Friday,Lunch,Pepper Red Crushed,Teaspoon,0, 0
Friday,Lunch,Shallots Minced Prep,Ounce,15, 0
Friday,Lunch,Cheese Pizza,Piece -U,140, 5
Friday,Lunch,Sausage Pizza,Piece -U,180, 9
Friday,Lunch,Vegetable Pizza,Piece -U,150, 6
Friday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Friday,Lunch,Classic Vegan Kimchi,Ounce,10, 0
Friday,Lunch,Firm Tofu,1/4 cup,60, 3
Friday,Lunch,Flax Seed,Ounce,150, 12
Friday,Lunch,High Protein Grain BleND,3z portion,190,null
Friday,Lunch,Marinated Quarter Artichoke Heart,Ounce,15, 1
Friday,Lunch,Marinated Tofu,4z Portion,110, 5
Friday,Lunch,Nutritional Yeast,Gram,null,null
Friday,Lunch,Organic Black Chia Seed,Ounce,140, 9
Friday,Lunch,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Friday,Lunch,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Friday,Lunch,Shredded Kale,Ounce,15, 0
Friday,Lunch,Sliced Almonds,Tablespoon,90, 8
Friday,Lunch,Walnuts Halves & Pieces,Tablespoon,50, 5
Friday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Friday,Lunch,Chicken Taco Meat,2z Portion,140, 2
Friday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Friday,Lunch,Flame-Roasted Corn & Peppers,4z Portion,160, 5
Friday,Lunch,Grilled Steak Strips,2z Portion,120, 6
Friday,Lunch,House-made Guacamole,3z Portion,100, 9
Friday,Lunch,Mexican Rice,Ounce,80, 0
Friday,Lunch,Pico de Gallo,2z Portion,10, 0
Friday,Lunch,Queso Rico Chihuahua Cheese,Ounce,100, 8
Friday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Friday,Lunch,Sour Cream 5lb,2 Tbsp,60, 5
Friday,Lunch,Vegan Refried Beans,1.6z Portion,150, 1.5
Friday,Lunch,Black Beans,Ounce,25, 0
Friday,Lunch,Carrots,Tablespoon,0, 0
Friday,Lunch,Chopped Eggs,.5z Portion,25, 1.5
Friday,Lunch,Classic Edamame,Tablespoon,15, 0.5
Friday,Lunch,Crispy Fried French Onion,Ounce,160, 12
Friday,Lunch,Cucumber Slices,Slices,0, 0
Friday,Lunch,Diced Tomatoes,Ounce,0, 0
Friday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5
Friday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0
Friday,Lunch,Large Seasoned Crouton,Ounce,120, 4
Friday,Lunch,Locally Grown Salad Greens,Ounce,0, 0
Friday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0
Friday,Lunch,Mini Marshmallows,Ounce,90, 0
Friday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Friday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Friday,Lunch,Sliced Red Onion,Ounce,10, 0
Friday,Lunch,Spiced Pumpkin Seeds,Tablespoon,45, 3
Friday,Lunch,Spinach,Ounce,5, 0
Friday,Lunch,Tri Color Peppers,Portion,25, 1.5
Friday,Lunch,Tuna,1/4 Cup,35, 0
Friday,Lunch,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Friday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Friday,Lunch,Country French Dressing,Ounce,120, 11
Friday,Lunch,Creamy Caesar Dressing,Fluid Oz,140, 15
Friday,Lunch,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Friday,Lunch,Lite Ranch Dressing,Ounce,70, 7
Friday,Lunch,Plant Based Ranch Dressing,2z Portion,210, 22
Friday,Lunch,Creamy Tomato Soup,6 Flz,90, 1.5
Friday,Lunch,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Friday,Lunch,Avocado Pulp Fresh,Ounce,70, 6
Friday,Lunch,Cream Cheese,Ounce,90, 9
Friday,Lunch,Everything Bagel,"Bagel
Bagel",340, 4.5
Friday,Lunch,Jif Peanut Butter PC,0.75z,120, 10
Friday,Lunch,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Friday,Lunch,Plain Bagel,Bagel,320, 1
Friday,Lunch,Sliced Tomatoes,Ounce,0, 0
Friday,Lunch,Unsalted European-Style Butter Prints,Ounce,220, 24
Friday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Friday,Lunch,Whole Wheat Bagel,Bagel,320, 1.5
Friday,Lunch,Baby Carrots,3 Carrots,10, 0
Friday,Lunch,Celery Sticks,Ounce,0, 0
Friday,Lunch,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Friday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Friday,Lunch,Fresh Avocado,Ounce,45, 4.5
Friday,Lunch,Hummus with Tahini,1z Portion,70, 5
Friday,Lunch,Kalamata Olive Hummus,1z Portion,70, 6
Friday,Lunch,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Friday,Lunch,Roasted Garlic Hummus,1z Portion,70, 5
Friday,Lunch,Roasted Red Pepper Hummus,1z Portion,60, 4
Friday,Lunch,Vegan Fajitas,5z Portion,190, 7
Friday,Lunch,Blueberry Yogurt,Ounce,20, 0
Friday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Friday,Lunch,Plain Greek Yogurt,Ounce,15, 0
Friday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5
Friday,Lunch,Strawberry Yogurt,Ounce,20, 0
Friday,Lunch,Vanilla Yogurt,Ounce,20, 0
Saturday,Lunch,Bar Kind Caramel Sea Salt Almond 1.4z,1.4z bar,200, 16
Saturday,Lunch,Bar Kind Crnbry Almond 12ct,1.4z bar,190, 13
Saturday,Lunch,Bar Kind Dk Choc Cherry Cashew 12ct,1.4z bar,170, 10
Saturday,Lunch,Bar Pure Protein Chewy Choc Chip 50g,Bar,null,null
Saturday,Lunch,Bar Pure Protein Choc Delux 50g,Bar,null,null
Saturday,Lunch,Bar Pure Protein Choc PB 50g,Bar,null,null
Saturday,Lunch,Bar Quest Birthday Cake 2.12z,2.12z bar,null,null
Saturday,Lunch,Bar Quest Cookies & Cream,2.12z bar,null,null
Saturday,Lunch,Beef Cup of Noodles,Pkg,null,null
Saturday,Lunch,Biscuit Belvita Blbry,Bar,230, 8
Saturday,Lunch,Biscuit Belvita Cinn & Brn Sugar 1.76z,1.76z bar,null,null
Saturday,Lunch,California Seedless Raisins,Ounce,80, 0
Saturday,Lunch,Cheerios Bowl,1ct,130, 2.5
Saturday,Lunch,Cheese Stick Colby Jack Sargento 1z,1z stick,60, 2.5
Saturday,Lunch,Cheese Stick Mild Cheddar Sargento 1z,1z stick,60, 2.5
Saturday,Lunch,Cheese Stick Pepper Jack,0.83z,50, 2
Saturday,Lunch,Cheez It,Ounce,130, 4.5
Saturday,Lunch,Chef's Salad,Salad,290, 19
Saturday,Lunch,Chip Pringles Cheezums,1.41z,210, 14
Saturday,Lunch,Chocolate Snack Pudding,3.5z Cup,110, 2.5
Saturday,Lunch,Cinnamon Graham Cracker Tiger Bites,1z,120, 4
Saturday,Lunch,Crunchmania Cinnamon Snack Bun,1.76z,210, 7
Saturday,Lunch,Frosted Blueberry Pop Tarts,2 Pop Tarts,370, 9
Saturday,Lunch,Frosted Brown Sugar Pop Tarts,2 Pop Tarts,0, 14
Saturday,Lunch,Frosted Flakes,Cup,320, 0
Saturday,Lunch,Frosted Strawberry Pop Tarts,8ct box,1480, 36
Saturday,Lunch,Fruit Rollups,0.5z,50, 1
Saturday,Lunch,Garden Salad,Salad,35, 0
Saturday,Lunch,Gourmet Chocolate Chunk Cookie,2.5z cookie,320, 14
Saturday,Lunch,Healthy Grain Dk Choc Chnk Kind Bar,1.4z Bar,170, 5
Saturday,Lunch,Heart Healthy Mix Planters 9.75z,9.75z,null,null
Saturday,Lunch,Ice Cream Mochi Cookie n Cream,1.5z,null,null
Saturday,Lunch,Ice Cream Mochi Dbl Choc,1.5z,null,null
Saturday,Lunch,Ice Cream Mochi Mango,1ct,null,null
Saturday,Lunch,Ice Cream Mochi Strbry,1.5z,null,null
Saturday,Lunch,Lucky Charms Bowl,Bowl,140, 1.5
Saturday,Lunch,Mandarin Orange in Juice Cup,4.5z,50, 0
Saturday,Lunch,Maruchan Cup of Noodles Chix 2.25z cup,2.25z,null,null
Saturday,Lunch,Mayonnaise Packet,12gm packet,80, 9
Saturday,Lunch,Milk Almond Silk Dk Choc,8z Cont.,null,null
Saturday,Lunch,Mini Oreo Cookie,Bags,190, 10
Saturday,Lunch,Mozzarella Cheese String,Each,80, 6
Saturday,Lunch,Mustard Pc,.2z Pkt,0, 0
Saturday,Lunch,Oat & Honey Nature Valley Granola Bar,1.5z bar,190, 7
Saturday,Lunch,Parm Garlic Hrb Pita Chips,1.5z bag,200, 7
Saturday,Lunch,Peanut Butter & Grape Jelly Uncrustable,2.6z sandw,290, 15
